,sents,labels
0,二千六百七十四つのリングがあります。; 千二百十八つのリングがあります。,0
2069,図書館には二千七百五十六冊の本があります。; 図書館には三千十七冊の本があります。,1
2070,家には猫が三千七百九十二匹いました。; 家には猫が三千百二十三匹いました。,0
2071,四千百十三つのリングがあります。; 三千百四十一つのリングがあります。,0
2072,家には猫が千九百九十六匹いました。; 家には猫が九百二匹いました。,0
2073,部屋は千五百四十二つのジャガイモで満たされていました。; 部屋は三千九百八十つのジャガイモで満たされていました。,1
2074,テーブルには九百四十八つのリンゴがありました。; テーブルには千四十一つのリンゴがありました。,1
2075,六百十一つのリングがあります。; 九百七十一つのリングがあります。,1
2076,彼は四千三百九十九個のオレンジを食べることができました。; 彼は四千六個のオレンジを食べることができました。,0
2077,少年は千七百十二枚のコインを持っています。; 少年は千二百一枚のコインを持っています。,0
2078,家には猫が二十二匹いました。; 家には猫が二千四百八十九匹いました。,1
2079,三千六百九十八つのリングがあります。; 三千二百三十つのリングがあります。,0
2080,少年は四千七百七十一枚のコインを持っています。; 少年は三千三百八十六枚のコインを持っています。,0
2081,部屋は二千九百十六つのジャガイモで満たされていました。; 部屋は二千百八十四つのジャガイモで満たされていました。,0
2082,四千四百二十五ドルかかります。; 三千七十六ドルかかります。,0
2083,家には猫が千五百八十七匹いました。; 家には猫が四千百二十匹いました。,1
2084,少年は二千六百四十七枚のコインを持っています。; 少年は二千四百二十六枚のコインを持っています。,0
2085,レゴラスは千八百六十三人の小人を投げました。; レゴラスは四千五百五十八人の小人を投げました。,1
2086,テーブルには二千二百二十四つのリンゴがありました。; テーブルには三千百九十五つのリンゴがありました。,1
2087,スメアゴルは千四百二十匹のハエを傷つけます。; スメアゴルは二千百三十五匹のハエを傷つけます。,1
2088,三千九百三十九ドルかかります。; 四千六百ドルかかります。,1
2089,彼は二千三百六十六個のオレンジを食べることができました。; 彼は三千七百六十一個のオレンジを食べることができました。,1
2090,彼は二千六百五十七個のオレンジを食べることができました。; 彼は四千二百九十四個のオレンジを食べることができました。,1
2091,図書館には二千三百三十一冊の本があります。; 図書館には六百九十冊の本があります。,0
2092,部屋は六十一つのジャガイモで満たされていました。; 部屋は二千三百六十三つのジャガイモで満たされていました。,1
2093,部屋は四千八百二十五つのジャガイモで満たされていました。; 部屋は三千六百四十一つのジャガイモで満たされていました。,0
2094,四千二百九十四ドルかかります。; 千二十六ドルかかります。,0
